#Mes	Dia	Hora	DiaSemana	Estacion	Sentido	TipoVehiculo	FormaPago	CantidadPasos
1	1	5	3	4	1	1	104	3
1	1	5	3	4	1	1	105	3
1	1	5	3	4	1	1	106	193
1	1	5	3	4	1	2	101	1
1	1	5	3	4	1	2	102	1
1	1	5	3	4	1	2	106	7
1	1	5	3	4	2	1	101	265
1	1	5	3	4	2	1	102	3
1	1	5	3	4	2	1	103	4
1	1	5	3	4	2	1	104	2
1	1	5	3	4	2	1	105	2
1	1	5	3	4	2	1	106	98
1	1	5	3	4	2	2	101	1
1	1	5	3	4	2	2	106	10
1	1	5	3	6	2	1	101	20
1	1	5	3	6	2	1	106	5
1	1	5	3	7	2	1	104	6
1	1	5	3	7	2	1	106	10
1	1	5	3	8	2	1	104	7
1	1	5	3	8	2	1	106	6
1	1	6	3	1	1	1	101	40
1	1	6	3	1	1	1	106	22
1	1	6	3	1	1	2	102	3
1	1	6	3	1	1	2	106	1
1	1	6	3	1	2	1	101	73
1	1	6	3	1	2	1	102	4
1	1	6	3	1	2	1	104	1
1	1	6	3	1	2	1	105	2
1	1	6	3	1	2	1	106	24
1	1	6	3	1	2	2	106	3
1	1	6	3	2	1	1	101	641
1	1	6	3	2	1	1	102	4
1	1	6	3	2	1	1	103	5
1	1	6	3	2	1	1	104	17
1	1	6	3	2	1	1	105	4
1	1	6	3	2	1	1	106	282
1	1	6	3	2	1	2	101	9
1	1	6	3	2	1	2	102	4
1	1	6	3	2	1	2	103	1
1	1	6	3	2	1	2	106	18
1	1	6	3	2	2	1	101	443
1	1	6	3	2	2	1	102	14
1	1	6	3	2	2	1	103	6
1	1	6	3	2	2	1	104	13
1	1	6	3	2	2	1	105	2
1	1	6	3	2	2	1	106	185
1	1	6	3	2	2	2	101	3
1	1	6	3	2	2	2	102	5
1	1	6	3	2	2	2	103	1
1	1	6	3	2	2	2	106	14
1	1	6	3	3	1	1	101	567
1	1	6	3	3	1	1	102	6
1	1	6	3	3	1	1	103	3
1	1	6	3	3	1	1	104	5
1	1	6	3	3	1	1	105	3
1	1	6	3	3	1	1	106	205
1	1	6	3	3	1	2	101	4
1	1	6	3	3	1	2	102	1
1	1	6	3	3	1	2	106	17
1	1	6	3	3	2	1	101	442
1	1	6	3	3	2	1	102	2
1	1	6	3	3	2	1	103	1
1	1	6	3	3	2	1	104	15
1	1	6	3	3	2	1	105	7
1	1	6	3	3	2	1	106	142
1	1	6	3	3	2	2	101	4
1	1	6	3	3	2	2	102	7
1	1	6	3	3	2	2	106	9
1	1	6	3	4	1	1	101	363
1	1	6	3	4	1	1	102	2
1	1	6	3	4	1	1	103	1
1	1	6	3	4	1	1	104	4
1	1	6	3	4	1	1	105	2
1	1	6	3	4	1	1	106	163
1	1	6	3	4	1	2	101	1
1	1	6	3	4	1	2	102	2
1	1	6	3	4	1	2	106	11
1	1	6	3	4	2	1	101	301
1	1	6	3	4	2	1	102	7
1	1	6	3	4	2	1	103	2
1	1	6	3	4	2	1	104	3
1	1	6	3	4	2	1	105	3
1	1	6	3	4	2	1	106	112
1	1	6	3	4	2	2	101	2
1	1	6	3	4	2	2	102	1
1	1	6	3	4	2	2	106	14
1	1	6	3	6	2	1	101	19
1	1	6	3	6	2	1	102	1
1	1	6	3	6	2	1	106	5
1	1	6	3	7	2	1	104	9
1	1	6	3	7	2	1	106	13
1	1	6	3	8	2	1	104	5
1	1	6	3	8	2	1	106	10
1	1	7	3	1	1	1	101	25
1	1	7	3	1	1	1	105	1
1	1	7	3	1	1	1	106	14
1	1	7	3	1	2	1	101	38
1	1	7	3	1	2	1	102	1
1	1	7	3	1	2	1	103	1
1	1	7	3	1	2	1	104	1
1	1	7	3	1	2	1	105	1
1	1	7	3	1	2	1	106	22
1	1	7	3	1	2	2	102	2
1	1	7	3	1	2	2	106	1
1	1	7	3	2	1	1	101	544
1	1	7	3	2	1	1	102	6
1	1	7	3	2	1	1	103	10
1	1	7	3	2	1	1	104	9
1	1	7	3	2	1	1	105	11
1	1	7	3	2	1	1	106	263
1	1	7	3	2	1	2	101	9
1	1	7	3	2	1	2	102	3
1	1	7	3	2	1	2	104	1
1	1	7	3	2	1	2	106	13
1	1	7	3	2	2	1	101	394
1	1	7	3	2	2	1	102	9
1	1	7	3	2	2	1	103	8
1	1	7	3	2	2	1	104	6
1	1	7	3	2	2	1	105	3
1	1	7	3	2	2	1	106	192
1	1	7	3	2	2	2	101	1
1	1	7	3	2	2	2	102	3
1	1	7	3	2	2	2	105	1
1	1	7	3	2	2	2	106	10
1	1	7	3	3	1	1	101	403
1	1	7	3	3	1	1	102	8
1	1	7	3	3	1	1	103	1
1	1	7	3	3	1	1	104	5
1	1	7	3	3	1	1	105	3
1	1	7	3	3	1	1	106	150
1	1	7	3	3	1	2	101	8
1	1	7	3	3	1	2	102	2
1	1	7	3	3	1	2	106	20
1	1	7	3	3	2	1	101	372
1	1	7	3	3	2	1	102	4
1	1	7	3	3	2	1	103	1
1	1	7	3	3	2	1	104	9
1	1	7	3	3	2	1	105	1
1	1	7	3	3	2	1	106	158
1	1	7	3	3	2	2	101	3
1	1	7	3	3	2	2	102	3
1	1	7	3	3	2	2	106	15
1	1	7	3	4	1	1	101	286
1	1	7	3	4	1	1	102	3
1	1	7	3	4	1	1	103	3
1	1	7	3	4	1	1	104	2
1	1	7	3	4	1	1	105	3
1	1	7	3	4	1	1	106	135
1	1	7	3	4	1	2	101	2
1	1	7	3	4	1	2	106	7
1	1	7	3	4	2	1	101	273
1	1	7	3	4	2	1	102	5
1	1	7	3	4	2	1	103	2
1	1	7	3	4	2	1	104	2
1	1	7	3	4	2	1	105	2
1	1	7	3	4	2	1	106	88
1	1	7	3	4	2	2	101	3
1	1	7	3	4	2	2	102	2
1	1	7	3	4	2	2	106	8
1	1	7	3	6	2	1	101	14
1	1	7	3	6	2	1	106	6
1	1	7	3	6	2	2	101	1
1	1	7	3	6	2	2	106	6
1	1	7	3	7	2	1	104	19
1	1	7	3	7	2	1	106	20
1	1	7	3	8	2	1	104	7
1	1	7	3	8	2	1	106	12
1	1	8	3	1	1	1	101	39
1	1	8	3	1	1	1	102	1
1	1	8	3	1	1	1	103	5
1	1	8	3	1	1	1	104	1
1	1	8	3	1	1	1	105	1
1	1	8	3	1	1	1	106	15
1	1	8	3	1	1	2	101	1
1	1	8	3	1	1	2	102	3
1	1	8	3	1	2	1	101	28
1	1	8	3	1	2	1	106	16
1	1	8	3	1	2	2	102	3
1	1	8	3	1	2	2	106	1
1	1	8	3	2	1	1	101	486
1	1	8	3	2	1	1	102	15
1	1	8	3	2	1	1	103	6
1	1	8	3	2	1	1	104	8
1	1	8	3	2	1	1	105	3
1	1	8	3	2	1	1	106	208
1	1	8	3	2	1	2	101	7
1	1	8	3	2	1	2	102	6
1	1	8	3	2	1	2	106	16
1	1	8	3	2	2	1	101	347
1	1	8	3	2	2	1	102	3
1	1	8	3	2	2	1	103	6
1	1	8	3	2	2	1	104	6
1	1	8	3	2	2	1	105	2
1	1	8	3	2	2	1	106	172
1	1	8	3	2	2	2	101	3
1	1	8	3	2	2	2	102	4
1	1	8	3	2	2	2	106	14
1	1	8	3	3	1	1	101	314
1	1	8	3	3	1	1	102	4
1	1	8	3	3	1	1	103	1
1	1	8	3	3	1	1	104	3
1	1	8	3	3	1	1	105	2
1	1	8	3	3	1	1	106	161
1	1	8	3	3	1	2	101	10
1	1	8	3	3	1	2	102	6
1	1	8	3	3	1	2	103	1
1	1	8	3	3	1	2	106	24
1	1	8	3	3	2	1	101	368
1	1	8	3	3	2	1	102	3
1	1	8	3	3	2	1	103	1
1	1	8	3	3	2	1	104	3
1	1	8	3	3	2	1	105	7
1	1	8	3	3	2	1	106	143
1	1	8	3	3	2	2	102	6
1	1	8	3	3	2	2	106	9
1	1	8	3	4	1	1	101	224
1	1	8	3	4	1	1	102	2
1	1	8	3	4	1	1	103	1
1	1	8	3	4	1	1	104	1
1	1	8	3	4	1	1	105	2
1	1	8	3	4	1	1	106	107
1	1	8	3	4	1	2	101	3
1	1	8	3	4	1	2	102	4
1	1	8	3	4	1	2	106	7
1	1	8	3	4	2	1	101	247
1	1	8	3	4	2	1	102	1
1	1	8	3	4	2	1	103	2
1	1	8	3	4	2	1	104	2
1	1	8	3	4	2	1	105	2
1	1	8	3	4	2	1	106	101
1	1	8	3	4	2	2	101	4
1	1	8	3	4	2	2	102	2
1	1	8	3	4	2	2	106	13
1	1	8	3	6	2	1	101	13
1	1	8	3	6	2	2	101	2
1	1	8	3	6	2	2	102	2
1	1	8	3	6	2	2	103	1
1	1	8	3	6	2	2	106	3
1	1	8	3	7	2	1	104	13
1	1	8	3	7	2	1	106	10
1	1	8	3	8	2	1	104	10
1	1	8	3	8	2	1	106	12
1	1	9	3	1	1	1	101	30
1	1	9	3	1	1	1	102	1
1	1	9	3	1	1	1	105	1
1	1	9	3	1	1	1	106	21
1	1	9	3	1	1	2	101	3
1	1	9	3	1	1	2	102	1
1	1	9	3	1	1	2	106	1
1	1	9	3	1	2	1	101	32
1	1	9	3	1	2	1	102	1
1	1	9	3	1	2	1	103	1
1	1	9	3	1	2	1	105	1
1	1	9	3	1	2	1	106	14
1	1	9	3	1	2	2	106	1
1	1	9	3	2	1	1	101	475
1	1	9	3	2	1	1	102	7
1	1	9	3	2	1	1	103	8
1	1	9	3	2	1	1	104	8
1	1	9	3	2	1	1	105	6
1	1	9	3	2	1	1	106	219
1	1	9	3	2	1	2	101	7
1	1	9	3	2	1	2	102	6
1	1	9	3	2	1	2	103	1
1	1	9	3	2	1	2	106	25
1	1	9	3	2	2	1	101	328
1	1	9	3	2	2	1	102	10
1	1	9	3	2	2	1	103	6
1	1	9	3	2	2	1	104	8
1	1	9	3	2	2	1	105	3
1	1	9	3	2	2	1	106	164
1	1	9	3	2	2	2	101	6
1	1	9	3	2	2	2	102	3
1	1	9	3	2	2	2	103	1
1	1	9	3	2	2	2	106	9
1	1	9	3	3	1	1	101	376
1	1	9	3	3	1	1	102	7
1	1	9	3	3	1	1	103	6
1	1	9	3	3	1	1	104	4
1	1	9	3	3	1	1	105	3
1	1	9	3	3	1	1	106	186
1	1	9	3	3	1	2	101	7
1	1	9	3	3	1	2	102	3
1	1	9	3	3	1	2	103	2
1	1	9	3	3	1	2	106	26
1	1	9	3	3	2	1	101	353
1	1	9	3	3	2	1	102	8
1	1	9	3	3	2	1	103	4
1	1	9	3	3	2	1	104	3
1	1	9	3	3	2	1	105	5
1	1	9	3	3	2	1	106	143
1	1	9	3	3	2	2	101	5
1	1	9	3	3	2	2	102	6
1	1	9	3	3	2	2	106	21
1	1	9	3	4	1	1	101	232
1	1	9	3	4	1	1	102	3
1	1	9	3	4	1	1	104	3
1	1	9	3	4	1	1	105	1
1	1	9	3	4	1	1	106	143
1	1	9	3	4	1	2	101	3
1	1	9	3	4	1	2	106	12
1	1	9	3	4	2	1	101	211
1	1	9	3	4	2	1	102	4
1	1	9	3	4	2	1	104	2
1	1	9	3	4	2	1	106	103
1	1	9	3	4	2	2	101	6
1	1	9	3	4	2	2	102	2
1	1	9	3	4	2	2	106	11
1	1	9	3	6	2	1	101	8
1	1	9	3	6	2	1	106	3
1	1	9	3	6	2	2	101	2
1	1	9	3	6	2	2	103	1
1	1	9	3	6	2	2	106	5
1	1	9	3	7	2	1	104	4
1	1	9	3	7	2	1	106	9
1	1	9	3	7	2	2	106	1
1	1	9	3	8	2	1	104	9
1	1	9	3	8	2	1	106	10
1	1	10	3	1	1	1	101	49
1	1	10	3	1	1	1	102	2
1	1	10	3	1	1	1	103	1
1	1	10	3	1	1	1	104	1
1	1	10	3	1	1	1	105	2
1	1	10	3	1	1	1	106	18
1	1	10	3	1	1	2	102	1
1	1	10	3	1	2	1	101	51
1	1	10	3	1	2	1	102	1
1	1	10	3	1	2	1	106	23
1	1	10	3	1	2	2	102	1
1	1	10	3	2	1	1	101	580
1	1	10	3	2	1	1	102	8
1	1	10	3	2	1	1	103	6
1	1	10	3	2	1	1	104	6
1	1	10	3	2	1	1	105	8
1	1	10	3	2	1	1	106	288
1	1	10	3	2	1	2	101	5
1	1	10	3	2	1	2	102	3
1	1	10	3	2	1	2	106	16
1	1	10	3	2	2	1	101	503
1	1	10	3	2	2	1	102	6
1	1	10	3	2	2	1	103	10
1	1	10	3	2	2	1	104	4
1	1	10	3	2	2	1	105	8
1	1	10	3	2	2	1	106	283
1	1	10	3	2	2	2	101	1
1	1	10	3	2	2	2	102	4
1	1	10	3	2	2	2	103	1
1	1	10	3	2	2	2	106	18
1	1	10	3	3	1	1	101	466
1	1	10	3	3	1	1	102	9
1	1	10	3	3	1	1	103	6
1	1	10	3	3	1	1	104	3
1	1	10	3	3	1	1	105	5
1	1	10	3	3	1	1	106	196
1	1	10	3	3	1	2	101	13
1	1	10	3	3	1	2	102	1
1	1	10	3	3	1	2	105	1
1	1	10	3	3	1	2	106	39
1	1	10	3	3	2	1	101	440
1	1	10	3	3	2	1	102	13
1	1	10	3	3	2	1	103	7
1	1	10	3	3	2	1	104	8
1	1	10	3	3	2	1	105	11
1	1	10	3	3	2	1	106	255
1	1	10	3	3	2	2	101	4
1	1	10	3	3	2	2	103	1
1	1	10	3	3	2	2	106	30
1	1	10	3	4	1	1	101	339
1	1	10	3	4	1	1	105	3
1	1	10	3	4	1	1	106	168
1	1	10	3	4	1	2	101	4
1	1	10	3	4	1	2	102	2
1	1	10	3	4	1	2	106	12
1	1	10	3	4	2	1	101	321
1	1	10	3	4	2	1	102	3
1	1	10	3	4	2	1	104	1
1	1	10	3	4	2	1	105	2
1	1	10	3	4	2	1	106	163
1	1	10	3	4	2	2	101	2
1	1	10	3	4	2	2	102	1
1	1	10	3	4	2	2	105	1
1	1	10	3	4	2	2	106	13
1	1	10	3	6	2	1	101	15
1	1	10	3	6	2	1	103	1
1	1	10	3	6	2	1	106	5
1	1	10	3	6	2	2	101	6
1	1	10	3	6	2	2	103	1
1	1	10	3	6	2	2	106	8
1	1	10	3	7	2	1	104	1
1	1	10	3	7	2	1	106	12
1	1	10	3	7	2	2	106	1
1	1	10	3	8	2	1	104	5
1	1	10	3	8	2	1	106	11
1	1	10	3	8	2	2	106	1
1	1	11	3	1	1	1	101	82
1	1	11	3	1	1	1	102	2
1	1	11	3	1	1	1	103	1
1	1	11	3	1	1	1	105	3
1	1	11	3	1	1	1	106	39
1	1	11	3	1	1	2	101	2
1	1	11	3	1	1	2	102	2
1	1	11	3	1	2	1	101	79
1	1	11	3	1	2	1	102	2
1	1	11	3	1	2	1	103	1
1	1	11	3	1	2	1	106	46
1	1	11	3	1	2	2	101	1
1	1	11	3	1	2	2	102	2
1	1	11	3	2	1	1	101	958
1	1	11	3	2	1	1	102	15
1	1	11	3	2	1	1	103	11
