#Mes	Dia	Hora	DiaSemana	Estacion	Sentido	TipoVehiculo	FormaPago	CantidadPasos
2	1	8	6	3	1	1	105	24
2	1	8	6	3	1	1	106	1277
2	1	8	6	3	1	2	101	82
2	1	8	6	3	1	2	102	18
2	1	8	6	3	1	2	103	3
2	1	8	6	3	1	2	104	5
2	1	8	6	3	1	2	105	1
2	1	8	6	3	1	2	106	237
2	1	8	6	3	2	1	101	822
2	1	8	6	3	2	1	102	11
2	1	8	6	3	2	1	103	11
2	1	8	6	3	2	1	104	14
2	1	8	6	3	2	1	105	11
2	1	8	6	3	2	1	106	748
2	1	8	6	3	2	2	101	55
2	1	8	6	3	2	2	102	8
2	1	8	6	3	2	2	103	7
2	1	8	6	3	2	2	104	8
2	1	8	6	3	2	2	106	214
2	1	8	6	4	1	1	101	1303
2	1	8	6	4	1	1	102	10
2	1	8	6	4	1	1	103	4
2	1	8	6	4	1	1	104	39
2	1	8	6	4	1	1	105	12
2	1	8	6	4	1	1	106	2849
2	1	8	6	4	1	2	101	35
2	1	8	6	4	1	2	102	1
2	1	8	6	4	1	2	103	5
2	1	8	6	4	1	2	105	1
2	1	8	6	4	1	2	106	92
2	1	8	6	4	2	1	101	876
2	1	8	6	4	2	1	102	21
2	1	8	6	4	2	1	103	7
2	1	8	6	4	2	1	104	28
2	1	8	6	4	2	1	105	6
2	1	8	6	4	2	1	106	1066
2	1	8	6	4	2	2	101	39
2	1	8	6	4	2	2	104	4
2	1	8	6	4	2	2	106	114
2	1	8	6	6	2	1	101	44
2	1	8	6	6	2	1	102	1
2	1	8	6	6	2	1	105	1
2	1	8	6	6	2	1	106	26
2	1	8	6	6	2	2	101	31
2	1	8	6	6	2	2	103	1
2	1	8	6	6	2	2	106	79
2	1	8	6	7	2	1	104	28
2	1	8	6	7	2	1	106	120
2	1	8	6	7	2	2	106	5
2	1	8	6	8	2	1	104	21
2	1	8	6	8	2	1	106	145
2	1	8	6	8	2	2	106	2
2	1	9	6	1	1	1	101	174
2	1	9	6	1	1	1	102	13
2	1	9	6	1	1	1	103	1
2	1	9	6	1	1	1	104	1
2	1	9	6	1	1	1	105	7
2	1	9	6	1	1	1	106	202
2	1	9	6	1	1	2	101	3
2	1	9	6	1	1	2	102	2
2	1	9	6	1	1	2	106	10
2	1	9	6	1	2	1	101	339
2	1	9	6	1	2	1	102	9
2	1	9	6	1	2	1	104	4
2	1	9	6	1	2	1	105	13
2	1	9	6	1	2	1	106	211
2	1	9	6	1	2	2	101	8
2	1	9	6	1	2	2	102	5
2	1	9	6	1	2	2	106	12
2	1	9	6	2	1	1	101	2069
2	1	9	6	2	1	1	102	69
2	1	9	6	2	1	1	103	52
2	1	9	6	2	1	1	104	167
2	1	9	6	2	1	1	105	51
2	1	9	6	2	1	1	106	1877
2	1	9	6	2	1	2	101	127
2	1	9	6	2	1	2	102	9
2	1	9	6	2	1	2	103	7
2	1	9	6	2	1	2	104	13
2	1	9	6	2	1	2	106	346
2	1	9	6	2	2	1	101	1239
2	1	9	6	2	2	1	102	29
2	1	9	6	2	2	1	103	32
2	1	9	6	2	2	1	104	54
2	1	9	6	2	2	1	105	20
2	1	9	6	2	2	1	106	1198
2	1	9	6	2	2	2	101	138
2	1	9	6	2	2	2	102	11
2	1	9	6	2	2	2	103	10
2	1	9	6	2	2	2	104	1
2	1	9	6	2	2	2	106	389
2	1	9	6	3	1	1	101	1290
2	1	9	6	3	1	1	102	20
2	1	9	6	3	1	1	103	16
2	1	9	6	3	1	1	104	14
2	1	9	6	3	1	1	105	30
2	1	9	6	3	1	1	106	1077
2	1	9	6	3	1	2	101	63
2	1	9	6	3	1	2	102	6
2	1	9	6	3	1	2	103	8
2	1	9	6	3	1	2	104	5
2	1	9	6	3	1	2	105	1
2	1	9	6	3	1	2	106	228
2	1	9	6	3	2	1	101	838
2	1	9	6	3	2	1	102	18
2	1	9	6	3	2	1	103	17
2	1	9	6	3	2	1	104	12
2	1	9	6	3	2	1	105	18
2	1	9	6	3	2	1	106	693
2	1	9	6	3	2	2	101	62
2	1	9	6	3	2	2	102	4
2	1	9	6	3	2	2	103	11
2	1	9	6	3	2	2	104	4
2	1	9	6	3	2	2	106	242
2	1	9	6	4	1	1	101	1326
2	1	9	6	4	1	1	102	11
2	1	9	6	4	1	1	103	10
2	1	9	6	4	1	1	104	33
2	1	9	6	4	1	1	105	11
2	1	9	6	4	1	1	106	2405
2	1	9	6	4	1	2	101	21
2	1	9	6	4	1	2	102	2
2	1	9	6	4	1	2	103	4
2	1	9	6	4	1	2	106	95
2	1	9	6	4	2	1	101	851
2	1	9	6	4	2	1	102	17
2	1	9	6	4	2	1	103	6
2	1	9	6	4	2	1	104	25
2	1	9	6	4	2	1	105	7
2	1	9	6	4	2	1	106	880
2	1	9	6	4	2	2	101	55
2	1	9	6	4	2	2	102	5
2	1	9	6	4	2	2	103	1
2	1	9	6	4	2	2	104	1
2	1	9	6	4	2	2	105	1
2	1	9	6	4	2	2	106	95
2	1	9	6	6	2	1	101	45
2	1	9	6	6	2	1	102	2
2	1	9	6	6	2	1	103	3
2	1	9	6	6	2	1	105	1
2	1	9	6	6	2	1	106	41
2	1	9	6	6	2	2	101	41
2	1	9	6	6	2	2	102	1
2	1	9	6	6	2	2	103	3
2	1	9	6	6	2	2	106	84
2	1	9	6	7	2	1	104	23
2	1	9	6	7	2	1	106	116
2	1	9	6	7	2	2	106	5
2	1	9	6	8	2	1	104	23
2	1	9	6	8	2	1	106	112
2	1	9	6	8	2	2	106	6
2	1	10	6	1	1	1	101	140
2	1	10	6	1	1	1	102	5
2	1	10	6	1	1	1	103	3
2	1	10	6	1	1	1	104	1
2	1	10	6	1	1	1	105	5
2	1	10	6	1	1	1	106	128
2	1	10	6	1	1	2	101	1
2	1	10	6	1	1	2	102	2
2	1	10	6	1	1	2	104	2
2	1	10	6	1	1	2	106	9
2	1	10	6	1	2	1	101	317
2	1	10	6	1	2	1	102	3
2	1	10	6	1	2	1	103	5
2	1	10	6	1	2	1	104	5
2	1	10	6	1	2	1	105	6
2	1	10	6	1	2	1	106	189
2	1	10	6	1	2	2	101	1
2	1	10	6	1	2	2	102	8
2	1	10	6	1	2	2	106	11
2	1	10	6	2	1	1	101	1845
2	1	10	6	2	1	1	102	75
2	1	10	6	2	1	1	103	40
2	1	10	6	2	1	1	104	161
2	1	10	6	2	1	1	105	52
2	1	10	6	2	1	1	106	1565
2	1	10	6	2	1	2	101	135
2	1	10	6	2	1	2	102	16
2	1	10	6	2	1	2	103	8
2	1	10	6	2	1	2	104	52
2	1	10	6	2	1	2	105	1
2	1	10	6	2	1	2	106	355
2	1	10	6	2	2	1	101	1396
2	1	10	6	2	2	1	102	39
2	1	10	6	2	2	1	103	26
2	1	10	6	2	2	1	104	58
2	1	10	6	2	2	1	105	42
2	1	10	6	2	2	1	106	1032
2	1	10	6	2	2	2	101	174
2	1	10	6	2	2	2	102	11
2	1	10	6	2	2	2	103	13
2	1	10	6	2	2	2	106	418
2	1	10	6	3	1	1	101	1213
2	1	10	6	3	1	1	102	23
2	1	10	6	3	1	1	103	12
2	1	10	6	3	1	1	104	16
2	1	10	6	3	1	1	105	32
2	1	10	6	3	1	1	106	936
2	1	10	6	3	1	2	101	81
2	1	10	6	3	1	2	102	5
2	1	10	6	3	1	2	103	7
2	1	10	6	3	1	2	104	3
2	1	10	6	3	1	2	105	1
2	1	10	6	3	1	2	106	200
2	1	10	6	3	2	1	101	913
2	1	10	6	3	2	1	102	30
2	1	10	6	3	2	1	103	14
2	1	10	6	3	2	1	104	11
2	1	10	6	3	2	1	105	19
2	1	10	6	3	2	1	106	678
2	1	10	6	3	2	2	101	99
2	1	10	6	3	2	2	102	16
2	1	10	6	3	2	2	103	7
2	1	10	6	3	2	2	104	2
2	1	10	6	3	2	2	106	203
2	1	10	6	4	1	1	101	1235
2	1	10	6	4	1	1	102	6
2	1	10	6	4	1	1	103	14
2	1	10	6	4	1	1	104	21
2	1	10	6	4	1	1	105	13
2	1	10	6	4	1	1	106	1902
2	1	10	6	4	1	2	101	25
2	1	10	6	4	1	2	102	1
2	1	10	6	4	1	2	103	3
2	1	10	6	4	1	2	106	70
2	1	10	6	4	2	1	101	949
2	1	10	6	4	2	1	102	21
2	1	10	6	4	2	1	103	7
2	1	10	6	4	2	1	104	11
2	1	10	6	4	2	1	105	7
2	1	10	6	4	2	1	106	711
2	1	10	6	4	2	2	101	35
2	1	10	6	4	2	2	102	4
2	1	10	6	4	2	2	106	82
2	1	10	6	6	2	1	101	45
2	1	10	6	6	2	1	102	2
2	1	10	6	6	2	1	105	1
2	1	10	6	6	2	1	106	36
2	1	10	6	6	2	2	101	32
2	1	10	6	6	2	2	103	1
2	1	10	6	6	2	2	106	110
2	1	10	6	7	2	1	104	24
2	1	10	6	7	2	1	106	62
2	1	10	6	7	2	2	106	9
2	1	10	6	8	2	1	104	13
2	1	10	6	8	2	1	106	77
2	1	10	6	8	2	2	106	3
2	1	11	6	1	1	1	101	141
2	1	11	6	1	1	1	102	7
2	1	11	6	1	1	1	103	2
2	1	11	6	1	1	1	104	4
2	1	11	6	1	1	1	105	3
2	1	11	6	1	1	1	106	112
2	1	11	6	1	1	2	101	6
2	1	11	6	1	1	2	106	10
2	1	11	6	1	2	1	101	313
2	1	11	6	1	2	1	102	4
2	1	11	6	1	2	1	103	4
2	1	11	6	1	2	1	104	7
2	1	11	6	1	2	1	105	7
2	1	11	6	1	2	1	106	195
2	1	11	6	1	2	2	101	12
2	1	11	6	1	2	2	102	4
2	1	11	6	1	2	2	106	13
2	1	11	6	2	1	1	101	1914
2	1	11	6	2	1	1	102	71
2	1	11	6	2	1	1	103	36
2	1	11	6	2	1	1	104	109
2	1	11	6	2	1	1	105	47
2	1	11	6	2	1	1	106	1468
2	1	11	6	2	1	2	101	164
2	1	11	6	2	1	2	102	16
2	1	11	6	2	1	2	103	7
2	1	11	6	2	1	2	104	2
2	1	11	6	2	1	2	106	378
2	1	11	6	2	2	1	101	1696
2	1	11	6	2	2	1	102	51
2	1	11	6	2	2	1	103	39
2	1	11	6	2	2	1	104	70
2	1	11	6	2	2	1	105	48
2	1	11	6	2	2	1	106	1162
2	1	11	6	2	2	2	101	190
2	1	11	6	2	2	2	102	18
2	1	11	6	2	2	2	103	10
2	1	11	6	2	2	2	105	1
2	1	11	6	2	2	2	106	403
2	1	11	6	3	1	1	101	1398
2	1	11	6	3	1	1	102	33
2	1	11	6	3	1	1	103	24
2	1	11	6	3	1	1	104	12
2	1	11	6	3	1	1	105	26
2	1	11	6	3	1	1	106	948
2	1	11	6	3	1	2	101	72
2	1	11	6	3	1	2	102	8
2	1	11	6	3	1	2	103	6
2	1	11	6	3	1	2	104	5
2	1	11	6	3	1	2	106	222
2	1	11	6	3	2	1	101	1018
2	1	11	6	3	2	1	102	24
2	1	11	6	3	2	1	103	18
2	1	11	6	3	2	1	104	8
2	1	11	6	3	2	1	105	25
2	1	11	6	3	2	1	106	635
2	1	11	6	3	2	2	101	78
2	1	11	6	3	2	2	102	16
2	1	11	6	3	2	2	103	18
2	1	11	6	3	2	2	104	2
2	1	11	6	3	2	2	105	1
2	1	11	6	3	2	2	106	225
2	1	11	6	4	1	1	101	1179
2	1	11	6	4	1	1	102	12
2	1	11	6	4	1	1	103	9
2	1	11	6	4	1	1	104	24
2	1	11	6	4	1	1	105	12
2	1	11	6	4	1	1	106	1386
2	1	11	6	4	1	2	101	26
2	1	11	6	4	1	2	102	4
2	1	11	6	4	1	2	103	3
2	1	11	6	4	1	2	105	1
2	1	11	6	4	1	2	106	72
2	1	11	6	4	2	1	101	973
2	1	11	6	4	2	1	102	23
2	1	11	6	4	2	1	103	13
2	1	11	6	4	2	1	104	18
2	1	11	6	4	2	1	105	11
2	1	11	6	4	2	1	106	702
2	1	11	6	4	2	2	101	33
2	1	11	6	4	2	2	102	2
2	1	11	6	4	2	2	103	1
2	1	11	6	4	2	2	104	1
2	1	11	6	4	2	2	106	68
2	1	11	6	6	2	1	101	45
2	1	11	6	6	2	1	102	2
2	1	11	6	6	2	1	105	1
2	1	11	6	6	2	1	106	45
2	1	11	6	6	2	2	101	46
2	1	11	6	6	2	2	102	2
2	1	11	6	6	2	2	103	1
2	1	11	6	6	2	2	106	101
2	1	11	6	7	2	1	104	33
2	1	11	6	7	2	1	106	60
2	1	11	6	7	2	2	106	2
2	1	11	6	8	2	1	104	17
2	1	11	6	8	2	1	106	59
2	1	11	6	8	2	2	106	4
2	1	12	6	1	1	1	101	161
2	1	12	6	1	1	1	102	10
2	1	12	6	1	1	1	103	3
2	1	12	6	1	1	1	104	7
2	1	12	6	1	1	1	105	5
2	1	12	6	1	1	1	106	125
2	1	12	6	1	1	2	101	5
2	1	12	6	1	1	2	102	4
2	1	12	6	1	1	2	104	1
2	1	12	6	1	1	2	106	7
2	1	12	6	1	2	1	101	311
2	1	12	6	1	2	1	102	7
2	1	12	6	1	2	1	103	2
2	1	12	6	1	2	1	104	4
2	1	12	6	1	2	1	105	2
2	1	12	6	1	2	1	106	167
2	1	12	6	1	2	2	101	9
2	1	12	6	1	2	2	102	9
2	1	12	6	1	2	2	106	11
2	1	12	6	2	1	1	101	1699
2	1	12	6	2	1	1	102	58
2	1	12	6	2	1	1	103	33
2	1	12	6	2	1	1	104	80
2	1	12	6	2	1	1	105	34
2	1	12	6	2	1	1	106	1261
2	1	12	6	2	1	2	101	145
2	1	12	6	2	1	2	102	20
2	1	12	6	2	1	2	103	9
2	1	12	6	2	1	2	104	3
2	1	12	6	2	1	2	106	346
2	1	12	6	2	2	1	101	1706
2	1	12	6	2	2	1	102	51
2	1	12	6	2	2	1	103	37
2	1	12	6	2	2	1	104	86
2	1	12	6	2	2	1	105	40
2	1	12	6	2	2	1	106	1268
2	1	12	6	2	2	2	101	151
2	1	12	6	2	2	2	102	18
2	1	12	6	2	2	2	103	10
2	1	12	6	2	2	2	104	1
2	1	12	6	2	2	2	105	1
2	1	12	6	2	2	2	106	398
2	1	12	6	3	1	1	101	1315
2	1	12	6	3	1	1	102	27
2	1	12	6	3	1	1	103	24
2	1	12	6	3	1	1	104	17
2	1	12	6	3	1	1	105	24
2	1	12	6	3	1	1	106	879
2	1	12	6	3	1	2	101	82
2	1	12	6	3	1	2	102	12
2	1	12	6	3	1	2	103	6
2	1	12	6	3	1	2	104	5
2	1	12	6	3	1	2	106	191
2	1	12	6	3	2	1	101	1058
2	1	12	6	3	2	1	102	40
2	1	12	6	3	2	1	103	18
2	1	12	6	3	2	1	104	8
2	1	12	6	3	2	1	105	36
2	1	12	6	3	2	1	106	628
2	1	12	6	3	2	2	101	62
2	1	12	6	3	2	2	102	6
2	1	12	6	3	2	2	103	13
2	1	12	6	3	2	2	104	2
2	1	12	6	3	2	2	105	2
2	1	12	6	3	2	2	106	203
2	1	12	6	4	1	1	101	1068
2	1	12	6	4	1	1	102	14
2	1	12	6	4	1	1	103	10
2	1	12	6	4	1	1	104	31
2	1	12	6	4	1	1	105	8
2	1	12	6	4	1	1	106	1160
2	1	12	6	4	1	2	101	28
2	1	12	6	4	1	2	102	6
2	1	12	6	4	1	2	106	59
2	1	12	6	4	2	1	101	1060
2	1	12	6	4	2	1	102	25
2	1	12	6	4	2	1	103	11
2	1	12	6	4	2	1	104	29
2	1	12	6	4	2	1	105	11
2	1	12	6	4	2	1	106	878
2	1	12	6	4	2	2	101	27
2	1	12	6	4	2	2	102	3
2	1	12	6	4	2	2	103	1
2	1	12	6	4	2	2	104	1
2	1	12	6	4	2	2	106	69
2	1	12	6	6	2	1	101	63
2	1	12	6	6	2	1	103	1
2	1	12	6	6	2	1	106	46
2	1	12	6	6	2	2	101	34
2	1	12	6	6	2	2	103	1
2	1	12	6	6	2	2	106	96
2	1	12	6	7	2	1	104	32
2	1	12	6	7	2	1	106	62
2	1	12	6	7	2	2	106	2
2	1	12	6	8	2	1	104	21
2	1	12	6	8	2	1	106	66
2	1	12	6	8	2	2	106	2
2	1	13	6	1	1	1	101	149
2	1	13	6	1	1	1	102	6
2	1	13	6	1	1	1	104	2
2	1	13	6	1	1	1	105	3
2	1	13	6	1	1	1	106	126
2	1	13	6	1	1	2	101	2
2	1	13	6	1	1	2	102	2
2	1	13	6	1	1	2	106	7
2	1	13	6	1	2	1	101	282
2	1	13	6	1	2	1	102	7
2	1	13	6	1	2	1	103	3
2	1	13	6	1	2	1	104	5
2	1	13	6	1	2	1	105	2
2	1	13	6	1	2	1	106	181
2	1	13	6	1	2	2	101	3
2	1	13	6	1	2	2	102	6
2	1	13	6	1	2	2	106	4
2	1	13	6	2	1	1	101	1463
2	1	13	6	2	1	1	102	46
2	1	13	6	2	1	1	103	26
2	1	13	6	2	1	1	104	81
2	1	13	6	2	1	1	105	19
2	1	13	6	2	1	1	106	1142
2	1	13	6	2	1	2	101	129
2	1	13	6	2	1	2	102	11
2	1	13	6	2	1	2	103	6
2	1	13	6	2	1	2	104	5
2	1	13	6	2	1	2	105	1
2	1	13	6	2	1	2	106	321
2	1	13	6	2	2	1	101	1670
2	1	13	6	2	2	1	102	58
2	1	13	6	2	2	1	103	31
2	1	13	6	2	2	1	104	82
2	1	13	6	2	2	1	105	30
2	1	13	6	2	2	1	106	1200
2	1	13	6	2	2	2	101	147
2	1	13	6	2	2	2	102	14
2	1	13	6	2	2	2	103	5
2	1	13	6	2	2	2	104	3
2	1	13	6	2	2	2	105	2
2	1	13	6	2	2	2	106	326
2	1	13	6	3	1	1	101	1142
2	1	13	6	3	1	1	102	14
2	1	13	6	3	1	1	103	13
2	1	13	6	3	1	1	104	12
2	1	13	6	3	1	1	105	20
2	1	13	6	3	1	1	106	711
2	1	13	6	3	1	2	101	66
2	1	13	6	3	1	2	102	5
2	1	13	6	3	1	2	103	13
2	1	13	6	3	1	2	104	6
2	1	13	6	3	1	2	106	170
2	1	13	6	3	2	1	101	1088
2	1	13	6	3	2	1	102	24
2	1	13	6	3	2	1	103	19
2	1	13	6	3	2	1	104	21
2	1	13	6	3	2	1	105	22
2	1	13	6	3	2	1	106	595
2	1	13	6	3	2	2	101	76
2	1	13	6	3	2	2	102	13
2	1	13	6	3	2	2	103	10
2	1	13	6	3	2	2	104	2
2	1	13	6	3	2	2	106	185
2	1	13	6	4	1	1	101	536
2	1	13	6	4	1	1	102	3
2	1	13	6	4	1	1	103	3
2	1	13	6	4	1	1	104	807
2	1	13	6	4	1	1	105	2
2	1	13	6	4	1	1	106	1011
2	1	13	6	4	1	2	101	4
2	1	13	6	4	1	2	102	2
2	1	13	6	4	1	2	106	70
2	1	13	6	4	2	1	101	561
2	1	13	6	4	2	1	102	22
2	1	13	6	4	2	1	103	5
2	1	13	6	4	2	1	104	521
2	1	13	6	4	2	1	105	4
2	1	13	6	4	2	1	106	913
2	1	13	6	4	2	2	101	12
2	1	13	6	4	2	2	102	1
2	1	13	6	4	2	2	104	39
2	1	13	6	4	2	2	106	66
2	1	13	6	6	2	1	101	76
2	1	13	6	6	2	1	102	2
2	1	13	6	6	2	1	105	1
2	1	13	6	6	2	1	106	61
2	1	13	6	6	2	2	101	25
2	1	13	6	6	2	2	102	1
2	1	13	6	6	2	2	103	2
2	1	13	6	6	2	2	106	79
2	1	13	6	7	2	1	104	30
2	1	13	6	7	2	1	106	68
2	1	13	6	7	2	2	106	4
2	1	13	6	8	2	1	104	23
2	1	13	6	8	2	1	106	58
2	1	14	6	1	1	1	101	183
2	1	14	6	1	1	1	102	1
2	1	14	6	1	1	1	104	1
2	1	14	6	1	1	1	105	4
2	1	14	6	1	1	1	106	111
2	1	14	6	1	1	2	101	5
2	1	14	6	1	1	2	102	5
2	1	14	6	1	1	2	106	12
2	1	14	6	1	2	1	101	286
2	1	14	6	1	2	1	102	10
2	1	14	6	1	2	1	103	3
2	1	14	6	1	2	1	104	2
2	1	14	6	1	2	1	105	8
2	1	14	6	1	2	1	106	187
2	1	14	6	1	2	2	101	4
2	1	14	6	1	2	2	102	8
2	1	14	6	1	2	2	103	2
2	1	14	6	1	2	2	106	10
2	1	14	6	2	1	1	101	1453
2	1	14	6	2	1	1	102	58
2	1	14	6	2	1	1	103	13
2	1	14	6	2	1	1	104	33
2	1	14	6	2	1	1	105	40
2	1	14	6	2	1	1	106	1156
2	1	14	6	2	1	2	101	111
2	1	14	6	2	1	2	102	13
2	1	14	6	2	1	2	103	10
2	1	14	6	2	1	2	104	1
2	1	14	6	2	1	2	105	1
2	1	14	6	2	1	2	106	322
2	1	14	6	2	2	1	101	1914
2	1	14	6	2	2	1	102	54
2	1	14	6	2	2	1	103	25
2	1	14	6	2	2	1	104	64
2	1	14	6	2	2	1	105	42
2	1	14	6	2	2	1	106	1496
2	1	14	6	2	2	2	101	122
2	1	14	6	2	2	2	102	4
2	1	14	6	2	2	2	103	11
2	1	14	6	2	2	2	104	8
2	1	14	6	2	2	2	106	340
2	1	14	6	3	1	1	101	1005
2	1	14	6	3	1	1	102	17
2	1	14	6	3	1	1	103	12
2	1	14	6	3	1	1	104	14
2	1	14	6	3	1	1	105	22
2	1	14	6	3	1	1	106	691
2	1	14	6	3	1	2	101	57
2	1	14	6	3	1	2	102	7
2	1	14	6	3	1	2	103	4
2	1	14	6	3	1	2	104	5
2	1	14	6	3	1	2	106	163
2	1	14	6	3	2	1	101	1075
2	1	14	6	3	2	1	102	17
2	1	14	6	3	2	1	103	17
2	1	14	6	3	2	1	104	46
2	1	14	6	3	2	1	105	20
2	1	14	6	3	2	1	106	708
2	1	14	6	3	2	2	101	65
2	1	14	6	3	2	2	102	7
2	1	14	6	3	2	2	103	5
2	1	14	6	3	2	2	104	6
2	1	14	6	3	2	2	105	1
2	1	14	6	3	2	2	106	175
2	1	14	6	4	1	1	101	3
2	1	14	6	4	1	1	102	9
2	1	14	6	4	1	1	103	1
2	1	14	6	4	1	1	104	1229
2	1	14	6	4	1	1	106	1016
2	1	14	6	4	1	2	106	67
2	1	14	6	4	2	1	101	995
2	1	14	6	4	2	1	102	27
2	1	14	6	4	2	1	103	4
2	1	14	6	4	2	1	104	39
2	1	14	6	4	2	1	105	4
2	1	14	6	4	2	1	106	1090
2	1	14	6	4	2	2	101	29
2	1	14	6	4	2	2	102	7
2	1	14	6	4	2	2	104	1
2	1	14	6	4	2	2	106	73
2	1	14	6	6	2	1	101	93
2	1	14	6	6	2	1	103	1
2	1	14	6	6	2	1	105	1
2	1	14	6	6	2	1	106	93
2	1	14	6	6	2	2	101	22
2	1	14	6	6	2	2	102	1
2	1	14	6	6	2	2	103	2
2	1	14	6	6	2	2	106	72
2	1	14	6	7	2	1	104	41
2	1	14	6	7	2	1	106	49
2	1	14	6	7	2	2	106	6
2	1	14	6	8	2	1	104	28
2	1	14	6	8	2	1	106	67
2	1	14	6	8	2	2	106	4
2	1	15	6	1	1	1	101	188
2	1	15	6	1	1	1	102	5
2	1	15	6	1	1	1	105	6
2	1	15	6	1	1	1	106	119
2	1	15	6	1	1	2	101	4
2	1	15	6	1	1	2	102	4
2	1	15	6	1	1	2	106	13
2	1	15	6	1	2	1	101	294
2	1	15	6	1	2	1	102	5
2	1	15	6	1	2	1	103	4
2	1	15	6	1	2	1	104	6
2	1	15	6	1	2	1	105	6
2	1	15	6	1	2	1	106	195
2	1	15	6	1	2	2	101	5
2	1	15	6	1	2	2	102	3
2	1	15	6	1	2	2	106	12
2	1	15	6	2	1	1	101	1482
2	1	15	6	2	1	1	102	45
2	1	15	6	2	1	1	103	33
2	1	15	6	2	1	1	104	20
2	1	15	6	2	1	1	105	35
2	1	15	6	2	1	1	106	1160
2	1	15	6	2	1	2	101	112
2	1	15	6	2	1	2	102	3
2	1	15	6	2	1	2	103	8
2	1	15	6	2	1	2	106	337
2	1	15	6	2	2	1	101	2109
2	1	15	6	2	2	1	102	60
2	1	15	6	2	2	1	103	29
2	1	15	6	2	2	1	104	63
2	1	15	6	2	2	1	105	38
2	1	15	6	2	2	1	106	1824
2	1	15	6	2	2	2	101	131
2	1	15	6	2	2	2	102	13
2	1	15	6	2	2	2	103	7
2	1	15	6	2	2	2	104	3
2	1	15	6	2	2	2	106	365
2	1	15	6	3	1	1	101	1041
2	1	15	6	3	1	1	102	11
2	1	15	6	3	1	1	103	15
2	1	15	6	3	1	1	104	9
2	1	15	6	3	1	1	105	23
2	1	15	6	3	1	1	106	698
2	1	15	6	3	1	2	101	67
2	1	15	6	3	1	2	102	7
2	1	15	6	3	1	2	103	3
2	1	15	6	3	1	2	104	8
2	1	15	6	3	1	2	106	167
2	1	15	6	3	2	1	101	1147
2	1	15	6	3	2	1	102	18
2	1	15	6	3	2	1	103	16
2	1	15	6	3	2	1	104	9
2	1	15	6	3	2	1	105	27
2	1	15	6	3	2	1	106	763
2	1	15	6	3	2	2	101	63
2	1	15	6	3	2	2	102	10
2	1	15	6	3	2	2	103	6
2	1	15	6	3	2	2	104	6
2	1	15	6	3	2	2	106	164
2	1	15	6	4	1	1	101	743
2	1	15	6	4	1	1	102	10
2	1	15	6	4	1	1	103	8
2	1	15	6	4	1	1	104	336
2	1	15	6	4	1	1	105	5
2	1	15	6	4	1	1	106	879
2	1	15	6	4	1	2	101	26
2	1	15	6	4	1	2	102	2
2	1	15	6	4	1	2	106	74
2	1	15	6	4	2	1	101	1207
2	1	15	6	4	2	1	102	17
2	1	15	6	4	2	1	103	6
2	1	15	6	4	2	1	104	25
2	1	15	6	4	2	1	105	13
2	1	15	6	4	2	1	106	1469
2	1	15	6	4	2	2	101	33
2	1	15	6	4	2	2	102	2
2	1	15	6	4	2	2	103	1
2	1	15	6	4	2	2	104	1
2	1	15	6	4	2	2	106	76
2	1	15	6	6	2	1	101	74
2	1	15	6	6	2	1	102	1
2	1	15	6	6	2	1	104	1
2	1	15	6	6	2	1	105	1
2	1	15	6	6	2	1	106	66
2	1	15	6	6	2	2	101	36
2	1	15	6	6	2	2	102	2
2	1	15	6	6	2	2	103	1
2	1	15	6	6	2	2	104	2
2	1	15	6	6	2	2	106	88
2	1	15	6	7	2	1	104	35
2	1	15	6	7	2	1	106	92
2	1	15	6	7	2	2	106	5
2	1	15	6	8	2	1	104	13
2	1	15	6	8	2	1	106	104
2	1	15	6	8	2	2	106	2
2	1	16	6	1	1	1	101	147
2	1	16	6	1	1	1	102	4
2	1	16	6	1	1	1	103	1
2	1	16	6	1	1	1	104	1
2	1	16	6	1	1	1	105	11
2	1	16	6	1	1	1	106	148
2	1	16	6	1	1	2	101	4
2	1	16	6	1	1	2	102	6
2	1	16	6	1	1	2	103	1
2	1	16	6	1	1	2	106	19
2	1	16	6	1	2	1	101	298
2	1	16	6	1	2	1	102	2
2	1	16	6	1	2	1	103	7
2	1	16	6	1	2	1	104	2
2	1	16	6	1	2	1	105	4
2	1	16	6	1	2	1	106	264
2	1	16	6	1	2	2	101	8
2	1	16	6	1	2	2	102	3
2	1	16	6	1	2	2	104	1
2	1	16	6	1	2	2	106	13
2	1	16	6	2	1	1	101	1310
2	1	16	6	2	1	1	102	46
2	1	16	6	2	1	1	103	20
2	1	16	6	2	1	1	104	26
2	1	16	6	2	1	1	105	22
2	1	16	6	2	1	1	106	1187
2	1	16	6	2	1	2	101	101
2	1	16	6	2	1	2	102	17
2	1	16	6	2	1	2	103	17
2	1	16	6	2	1	2	104	1
2	1	16	6	2	1	2	105	2
2	1	16	6	2	1	2	106	335
2	1	16	6	2	2	1	101	2106
2	1	16	6	2	2	1	102	64
2	1	16	6	2	2	1	103	42
2	1	16	6	2	2	1	104	83
2	1	16	6	2	2	1	105	51
2	1	16	6	2	2	1	106	2019
2	1	16	6	2	2	2	101	104
2	1	16	6	2	2	2	102	9
2	1	16	6	2	2	2	103	7
2	1	16	6	2	2	2	104	4
2	1	16	6	2	2	2	106	312
2	1	16	6	3	1	1	101	889
2	1	16	6	3	1	1	102	18
